"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","dropout_rate","epochs","hidden_dim","lr","method","metric.goal","metric.name","parameters.batch_sizes","parameters.dropout_rates","parameters.epochs","parameters.hidden_dims","parameters.lrs","parameters.weight_decays","weight_decay","Bt_mae","Bt_r2","Bt_rmse","Bx_mae","Bx_r2","Bx_rmse","By_mae","By_r2","By_rmse","Bz_mae","Bz_r2","Bz_rmse","Density_mae","Density_r2","Density_rmse","Speed_mae","Speed_r2","Speed_rmse","Temperature_mae","Temperature_r2","Temperature_rmse","epoch","train_loss","train_mae","train_r2","train_rmse","val_loss","val_mae","val_r2","val_rmse"
"dainty-sweep-47","finished","-","","","2024-07-31T09:03:32.000Z","405","4p2ul9fv","32","0.2","200","256","0.1","","","","","","","","","","0.00001","1.9697048664093015","-0.020757317543029785","2.797868251800537","2.458203077316284","-0.024019598960876465","3.039138078689575","2.774367570877075","-0.015239477157592772","3.582069396972656","2.1118595600128174","-0.025304079055786133","3.0078580379486084","2.975451707839966","-0.016205787658691406","4.5013203620910645","70.9410629272461","-0.02330470085144043","91.05191802978516","54974.76171875","-0.020810723304748535","86214.75","200","1.0208426336167564","7865.40380859375","-0.02080615982413292","32586.103515625","1.0047469136088785","7810.3046875","-0.04204394295811653","28226.6171875"
"dandy-sweep-55","finished","-","","","2024-07-31T09:47:21.000Z","234","4p2ul9fv","64","0.2","200","64","0.01","","","","","","","","","","0","1.7922991514205933","0.16473186016082764","2.530923366546631","2.2491366863250732","0.1356697678565979","2.792133092880249","2.585251808166504","0.09196144342422484","3.3876760005950928","2.048732042312622","0.0649118423461914","2.87248158454895","2.7162492275238037","0.15559446811676023","4.1032185554504395","60.35509490966797","0.2604401707649231","77.40576171875","48986.30078125","0.19098258018493652","76751.6796875","200","0.8479441085331877","7008.27587890625","0.1520405113697052","29009.3984375","1.0249469740824266","7656.1689453125","-0.06743410974740982","28554.775390625"
"dark-sweep-45","finished","-","","","2024-07-31T08:52:53.000Z","241","4p2ul9fv","64","0.5","200","128","0.0001","","","","","","","","","","0.01","1.891923785209656","0.06120026111602783","2.683196783065796","2.3296074867248535","0.06993937492370605","2.8963558673858643","2.669343948364258","0.039913833141326904","3.483412027359009","2.0783114433288574","0.01119399070739746","2.9538373947143555","2.830049753189087","0.06456989049911499","4.3187174797058105","64.05253601074219","0.1771445870399475","81.64852905273438","51654.98828125","0.08107864856719971","81799.0234375","200","0.927834509334094","7390.1240234375","0.0721481591463089","30917.125","1.0116339471906122","7457.06103515625","-0.052500538527965546","28055.5703125"
"dauntless-sweep-61","finished","-","","","2024-07-31T10:15:14.000Z","391","4p2ul9fv","32","0.5","200","128","0.001","","","","","","","","","","0.01","1.9497990608215332","0.001758098602294922","2.7668392658233643","2.441412925720215","-0.0001348257064819336","3.003485679626465","2.755384683609009","-0.0002777576446533203","3.555576801300049","2.084597587585449","0.0024319887161254883","2.966895818710327","2.9339022636413574","0.006081819534301758","4.451684951782227","69.39350891113281","0.02415364980697632","88.91546630859375","53988.1484375","0.011006951332092283","84860.5","200","0.993547126335997","7724.2333984375","0.006429757457226515","32074.26953125","0.996715199540962","7507.6259765625","-0.03733161464333534","27914.447265625"
"decent-sweep-97","finished","-","","","2024-07-31T13:15:11.000Z","168","4p2ul9fv","128","0.2","200","128","0.01","","","","","","","","","","0","1.5869885683059692","0.33705925941467285","2.2547760009765625","2.055798053741455","0.2554404139518738","2.5914690494537354","2.3949241638183594","0.2074694037437439","3.164883613586426","1.9754821062088013","0.16172373294830322","2.7197225093841553","2.4704723358154297","0.29619020223617554","3.746077537536621","52.934268951416016","0.4222700595855713","68.41463470458984","44727.6796875","0.3341134786605835","69632.03125","200","0.7122381434474193","6398.73828125","0.2877512276172638","26318.42578125","1.0697015029191972","7984.625","-0.12355470657348631","30568.53515625"
"deep-sweep-113","finished","-","","","2024-07-31T14:21:26.000Z","239","4p2ul9fv","64","0.4","200","128","0.1","","","","","","","","","","0.001","1.958889722824097","-0.0063114166259765625","2.7780001163482666","2.4521946907043457","-0.008702635765075684","3.01632308959961","2.7647018432617188","-0.00810253620147705","3.5694565773010254","2.094318151473999","-0.005393266677856445","2.9785096645355225","2.9654381275177","-0.008147239685058594","4.4834370613098145","70.59871673583984","-0.008481502532958984","90.3900375366211","54630.11328125","-0.005528569221496582","85566.9765625","200","1.007219955535002","7816.16943359375","-0.007236940320581198","32341.236328125","0.9860328941634208","7071.4228515625","-0.023125171661376953","27410.845703125"
"denim-sweep-67","finished","-","","","2024-07-31T10:49:46.000Z","402","4p2ul9fv","32","0.5","200","256","0.01","","","","","","","","","","0.01","1.9512710571289065","-0.0012922286987304688","2.7710630893707275","2.443355083465576","-0.0015310049057006836","3.0055813789367676","2.7585246562957764","-0.0014001131057739258","3.5575709342956543","2.0903849601745605","-0.001540064811706543","2.9727964401245117","2.952042818069458","-0.001852989196777344","4.469419002532959","70.35506439208984","-0.0021544694900512695","90.10604858398438","54422.796875","-0.0016547441482543943","85401.9921875","200","1.001671253690417","7786.47021484375","-0.0016336271073669195","32278.90234375","0.9887410972003984","7550.45361328125","-0.027372846379876137","27866.779296875"
"denim-sweep-7","finished","-","","","2024-07-31T06:13:37.000Z","255","4p2ul9fv","64","0.5","200","256","0.1","","","","","","","","","","0.001","1.971706748008728","-0.027516722679138184","2.807116746902466","2.4608840942382812","-0.02645564079284668","3.042750597000122","2.780750036239624","-0.028067588806152344","3.604629039764404","2.1101694107055664","-0.017306804656982422","2.9961047172546387","2.982456684112549","-0.021315336227416992","4.512622833251953","70.96229553222656","-0.03150904178619385","91.41619873046876","55069.97265625","-0.023386001586914062","86323.4296875","200","1.02509476601238","7879.04443359375","-0.02507941983640194","32627.228515625","0.9921865339833076","7656.0498046875","-0.03132062405347824","28010.162109375"
"denim-sweep-74","finished","-","","","2024-07-31T11:29:05.000Z","376","4p2ul9fv","32","0.3","200","64","0.1","","","","","","","","","","0","1.9611390829086304","-0.00918877124786377","2.781968593597412","2.449760913848877","-0.007835030555725098","3.0150256156921387","2.7662439346313477","-0.007690906524658203","3.568727493286133","2.10024094581604","-0.008326172828674316","2.9828507900238037","2.9637222290039062","-0.009125828742980955","4.485612392425537","70.61286163330078","-0.007815957069396973","90.36021423339844","54669.01953125","-0.00559544563293457","85569.8203125","200","1.0079250905505368","7821.70703125","-0.007940446026623249","32342.35546875","0.9872687185804048","7324.5546875","-0.024339845404028893","27626.658203125"
"devoted-sweep-28","finished","-","","","2024-07-31T07:37:36.000Z","406","4p2ul9fv","32","0.3","200","256","0.0001","","","","","","","","","","0.001","1.6848530769348145","0.25337284803390503","2.392863512039185","2.0932343006134033","0.22381895780563352","2.6459264755249023","2.451732635498047","0.15595948696136477","3.2661144733428955","1.997727632522583","0.11595475673675536","2.792982816696167","2.5932161808013916","0.20834702253341675","3.972981214523315","55.71965789794922","0.3634026050567627","71.81564331054688","46918.91796875","0.23865121603012085","74456.1875","200","0.7772326535532172","6712.18798828125","0.22278760373592377","28141.791015625","1.073302614041651","7797.04052734375","-0.12026681005954742","29245.375"
